ID,তারিখ,বিবরণ,ধরণ,পরিমাণ/সংখ্যা,দর,মোট টাকা,মাধ্যম,মন্তব্য
1,2026-02-07,mistri,ব্যয় (খরচ),50.0,550.0,27500.0,saiful,
