তারিখ,বিবরণ,ধরণ,পরিমাণ/সংখ্যা,দর,মোট টাকা,মাধ্যম,মন্তব্য,ব্যবসার_নাম,ID
2026-02-06,বালু ,ব্যয় (খরচ),144.0,1400.0,201600.0,নগদ,,,1
